Reference,Age_description,Age_Ma,Age_old,Age_young,CO2_ppm,type,CO2_low,CO2_high,CO2_range,Distribution,reported_CO2_low,reported_CO2_high,Notes
"Steinthorsdottir et al., 2011",just before the T-J extinction,201.6,201.8,201.3,1236,mean,824,1648,"not clear because the method is semi-quantitative and because the uncertainty range is calculated by ranging the conversion of stomatal ratio to RCO2 from 1:1 to 1:2 (see note #8 in companion worksheet); in the absence of further knowledge, the reported CO2 range is taken as equivalent to +/- one standard error","not clear, but likely to be right skewed (mode < mean)",824,1648,stomatal ratio; Bed 1.5
"Steinthorsdottir et al., 2011",just before the T-J extinction,201.6,201.8,201.3,1113,mean,742,1484,"not clear because the method is semi-quantitative and because the uncertainty range is calculated by ranging the conversion of stomatal ratio to RCO2 from 1:1 to 1:2 (see note #8 in companion worksheet); in the absence of further knowledge, the reported CO2 range is taken as equivalent to +/- one standard error","not clear, but likely to be right skewed (mode < mean)",742,1484,stomatal ratio; Bed 1
"Steinthorsdottir et al., 2011",just after the T-J extinction,201.1,201.3,200.8,1469,mean,979,1958,"not clear because the method is semi-quantitative and because the uncertainty range is calculated by ranging the conversion of stomatal ratio to RCO2 from 1:1 to 1:2 (see note #8 in companion worksheet); in the absence of further knowledge, the reported CO2 range is taken as equivalent to +/- one standard error","not clear, but likely to be right skewed (mode < mean)",979,1958,stomatal ratio; A10
"Steinthorsdottir et al., 2011",during the T-J extinction,201.3,201.8,200.8,1604,mean,1069,2139,"not clear because the method is semi-quantitative and because the uncertainty range is calculated by ranging the conversion of stomatal ratio to RCO2 from 1:1 to 1:2 (see note #8 in companion worksheet); in the absence of further knowledge, the reported CO2 range is taken as equivalent to +/- one standard error","not clear, but likely to be right skewed (mode < mean)",1069,2139,stomatal ratio; G5
"Steinthorsdottir et al., 2011",just before the T-J extinction,201.6,201.8,201.3,1761,mean,1174,2348,"not clear because the method is semi-quantitative and because the uncertainty range is calculated by ranging the conversion of stomatal ratio to RCO2 from 1:1 to 1:2 (see note #8 in companion worksheet); in the absence of further knowledge, the reported CO2 range is taken as equivalent to +/- one standard error","not clear, but likely to be right skewed (mode < mean)",1174,2348,stomatal ratio; G3
"Steinthorsdottir et al., 2011",just before the T-J extinction,201.6,201.8,201.3,1600,mean,1067,2133,"not clear because the method is semi-quantitative and because the uncertainty range is calculated by ranging the conversion of stomatal ratio to RCO2 from 1:1 to 1:2 (see note #8 in companion worksheet); in the absence of further knowledge, the reported CO2 range is taken as equivalent to +/- one standard error","not clear, but likely to be right skewed (mode < mean)",1067,2133,stomatal ratio; WL5
"Steinthorsdottir et al., 2011",just before the T-J extinction,201.6,201.8,201.3,1459,mean,973,1946,"not clear because the method is semi-quantitative and because the uncertainty range is calculated by ranging the conversion of stomatal ratio to RCO2 from 1:1 to 1:2 (see note #8 in companion worksheet); in the absence of further knowledge, the reported CO2 range is taken as equivalent to +/- one standard error","not clear, but likely to be right skewed (mode < mean)",973,1946,stomatal ratio; WL2
"Steinthorsdottir et al., 2011",just before the T-J extinction,201.6,201.8,201.3,881,mean,587,1174,"not clear because the method is semi-quantitative and because the uncertainty range is calculated by ranging the conversion of stomatal ratio to RCO2 from 1:1 to 1:2 (see note #8 in companion worksheet); in the absence of further knowledge, the reported CO2 range is taken as equivalent to +/- one standard error","not clear, but likely to be right skewed (mode < mean)",587,1174,stomatal ratio; WC1
"Steinthorsdottir et al., 2011",just before the T-J extinction,201.6,201.8,201.3,1206,mean,804,1608,"not clear because the method is semi-quantitative and because the uncertainty range is calculated by ranging the conversion of stomatal ratio to RCO2 from 1:1 to 1:2 (see note #8 in companion worksheet); in the absence of further knowledge, the reported CO2 range is taken as equivalent to +/- one standard error","not clear, but likely to be right skewed (mode < mean)",804,1608,stomatal ratio; WW2
"Steinthorsdottir et al., 2011",just before the T-J extinction,201.6,201.8,201.3,1122,mean,748,1497,"not clear because the method is semi-quantitative and because the uncertainty range is calculated by ranging the conversion of stomatal ratio to RCO2 from 1:1 to 1:2 (see note #8 in companion worksheet); in the absence of further knowledge, the reported CO2 range is taken as equivalent to +/- one standard error","not clear, but likely to be right skewed (mode < mean)",748,1497,stomatal ratio; CW1
"Stults et al., 2011",Pliocene,3.1,3.6,2.6,357,median,333,376,16 and 84 percentiles; median and uncertainties recalculated here using the Monte Carlo approach of Beerling et al. (2009),right skewed (mode < mean); reported distribution is gaussian,333,376,stomatal index
"Stults et al., 2011",Late Miocene,8.5,11.6,5.3,360,mean,252,594,"16 and 84 percentiles; reported range corresponds to +/- one standard error of the regression function, and so likely underestimates true uncertainty (uncertainty in the fossil measurements are not taken into account, for example); uncertainties calculated here as +65%/-30% of the best-estimate, a conservative envelope taken from the fully propagated error analysis of Beerling et al. (2009)",right skewed (mode < mean); reported distribution is gaussian,343,383,stomatal index
"Grein et al., 2011","radiometric dating (Mertz & Renne, 2005)",47.4,48.0,46.8,943,mean,853,1033,"not clear: the reported range is based on the overlap in the estimated CO2 ranges from multiple species; in the absence of further knowledge, the reported CO2 range is taken as equivalent to +/- one standard error",not clear,853,1033,gas exchange
"Wan et al., 2011",Santonian,85.0,86.3,83.6,660,mean,542,1896,"not clear because the method is semi-quantitative and because the uncertainty range is calculated by ranging the conversion of stomatal ratio to RCO2 from 1:1 to 1:2 (see note #8 in companion worksheet); in the absence of further knowledge, the reported CO2 range is taken as equivalent to +/- one standard error","not clear, but likely to be right skewed (mode < mean)",542,1896,stomatal ratio
"Wan et al., 2011",Santonian,85.0,86.3,83.6,531,mean,473,733,"not clear because the method is semi-quantitative and because the uncertainty range is calculated by ranging the conversion of stomatal ratio to RCO2 from 1:1 to 1:2 (see note #8 in companion worksheet); in the absence of further knowledge, the reported CO2 range is taken as equivalent to +/- one standard error","not clear, but likely to be right skewed (mode < mean)",473,733,stomatal ratio
"Wan et al., 2011",Santonian,85.0,86.3,83.6,565,mean,512,795,"not clear because the method is semi-quantitative and because the uncertainty range is calculated by ranging the conversion of stomatal ratio to RCO2 from 1:1 to 1:2 (see note #8 in companion worksheet); in the absence of further knowledge, the reported CO2 range is taken as equivalent to +/- one standard error","not clear, but likely to be right skewed (mode < mean)",512,795,stomatal ratio
"Roth-Nebelsick et al., 2012",late Eocene,35.9,37.8,33.9,450,mean,259,640,"not clear: the reported range is based on inputting minimum and maximum values of the input parameters; in the absence of further knowledge, the reported CO2 range is taken as equivalent to +/- one standard error",not clear,259,640,gas exchange
"Erdei et al., 201",NP23 zone,30.8,32.0,29.5,671,mean,503,839,"not clear: the reported range is based on the overlap in the estimated CO2 ranges from multiple species; in the absence of further knowledge, the reported CO2 range is taken as equivalent to +/- one standard error",not clear,503,839,gas exchange
"Grein et al., 2013 (updates Roth-Nebelsick et al., 2004, 2012)",[multiple arguments],27.0,27.1,26.3,395,mean,273,516,"not clear: the reported range is based on the overlap in the estimated CO2 ranges from multiple species; in the absence of further knowledge, the reported CO2 range is taken as equivalent to +/- one standard error",not clear,273,516,gas exchange
"Grein et al., 2013 (updates Roth-Nebelsick et al., 2004)",[multiple arguments],25.0,25.25,23,453,mean,287,619,"not clear: the reported range is based on the overlap in the estimated CO2 ranges from multiple species; in the absence of further knowledge, the reported CO2 range is taken as equivalent to +/- one standard error",not clear,287,619,gas exchange
"Grein et al., 2013 (updates Roth-Nebelsick et al., 2004, 2012)",[multiple arguments],24.0,25.25,23,434,mean,257,611,"not clear: the reported range is based on the overlap in the estimated CO2 ranges from multiple species; in the absence of further knowledge, the reported CO2 range is taken as equivalent to +/- one standard error",not clear,257,611,gas exchange
"Grein et al., 2013 (updates Roth-Nebelsick et al., 2004)",[multiple arguments],17.4,17.6,17.2,402,mean,238,566,"not clear: the reported range is based on the overlap in the estimated CO2 ranges from multiple species; in the absence of further knowledge, the reported CO2 range is taken as equivalent to +/- one standard error",not clear,238,566,gas exchange
"Roth-Nebelsick et al., 201",Spore Pollen Paleogene (SPP) zone 20 A to 20 C4,33.0,33.9,32,383,mean,240,527,"not clear: the reported range is based on inputting minimum and maximum values of the input parameters; in the absence of further knowledge, the reported CO2 range is taken as equivalent to +/- one standard error",not clear,240,527,gas exchange
"Franks et al., 2014",Pragian [Edwards et al 1998 material],409.2,410.8,407.6,1548,median,1092,2540,16 and 84 percentiles; reported range corresponds to 2.5 and 97.5 percentiles; uncertainties recalculated here explicitly using the Franks et al. (2014) code,right skewed (mode < mean),800,5644,gas exchange
"Franks et al., 2014",Lower Coal Measures (Langsettian) [Graham 1935 material],317.5,318.0,317.0,332,median,239,471,16 and 84 percentiles; reported range corresponds to 2.5 and 97.5 percentiles; uncertainties recalculated here explicitly using the Franks et al. (2014) code,right skewed (mode < mean),163,678,gas exchange
"Franks et al., 2014",Upper Carboniferous [Thomas 1965 material] and Bolsovian [Shute and Cleal 2002 material],311.1,323.2,298.9,340,median,237,488,16 and 84 percentiles; reported range corresponds to 2.5 and 97.5 percentiles; uncertainties recalculated here explicitly using the Franks et al. (2014) code,right skewed (mode < mean),155,733,gas exchange
"Franks et al., 2014",Westphalian A & B [Thomas 1967 material] and Lower Coal Measures (Langsettian) [Hamshaw Thomas 1912 material],316.5,318.0,315.0,388,median,272,567,16 and 84 percentiles; reported range corresponds to 2.5 and 97.5 percentiles; uncertainties recalculated here explicitly using the Franks et al. (2014) code,right skewed (mode < mean),188,890,gas exchange
"Franks et al., 2014",overlap between Artinskian and Leonardian [Krings et al 2005 material]  / late early Permian [Yao et al 2000 material],277.2,282.0,272.3,498,median,364,707,16 and 84 percentiles; reported range corresponds to 2.5 and 97.5 percentiles; uncertainties recalculated here explicitly using the Franks et al. (2014) code,right skewed (mode < mean),265,1083,gas exchange
"Franks et al., 2014",Late Triassic [Bomfleur and Kerp 2010 material],219.2,237.0,201.3,889,median,685,1203,16 and 84 percentiles; reported range corresponds to 2.5 and 97.5 percentiles; uncertainties recalculated here explicitly using the Franks et al. (2014) code,right skewed (mode < mean),537,1701,gas exchange
"Franks et al., 2014",Carnian to early Norian,226.5,237.0,216.0,615,median,441,877,16 and 84 percentiles; reported range corresponds to 2.5 and 97.5 percentiles; uncertainties recalculated here explicitly using the Franks et al. (2014) code,right skewed (mode < mean),330,1321,gas exchange
"Franks et al., 2014",early Hauterivian to early Barremian [Villar de Seoane 2001 material],131.6,133.9,129.3,513,median,370,736,16 and 84 percentiles; reported range corresponds to 2.5 and 97.5 percentiles; uncertainties recalculated here explicitly using the Franks et al. (2014) code,right skewed (mode < mean),269,1165,gas exchange
"Franks et al., 2014",Albian,106.8,113.0,100.5,828,median,651,1070,16 and 84 percentiles; reported range corresponds to 2.5 and 97.5 percentiles; uncertainties recalculated here explicitly using the Franks et al. (2014) code,right skewed (mode < mean),525,1427,gas exchange
"Franks et al., 2014",Albian,106.8,113.0,100.5,662,median,523,861,16 and 84 percentiles; reported range corresponds to 2.5 and 97.5 percentiles; uncertainties recalculated here explicitly using the Franks et al. (2014) code,right skewed (mode < mean),423,1139,gas exchange
"Franks et al., 2014",latest Albian to earliest Cenomanian [Pole 2000 material] and lower to middle Albian [Gomez 2002 material],106.8,113.0,100.5,734,median,580,948,16 and 84 percentiles; reported range corresponds to 2.5 and 97.5 percentiles; uncertainties recalculated here explicitly using the Franks et al. (2014) code,right skewed (mode < mean),468,1258,gas exchange
"Franks et al., 2014",late Early Eocene to basal Middle Eocene (upper P7 to basal P10) [Carpenter et al 2004 material],48.0,52.0,44.0,636,median,576,708,16 and 84 percentiles; reported range corresponds to 2.5 and 97.5 percentiles; uncertainties recalculated here explicitly using the Franks et al. (2014) code,right skewed (mode < mean),524,790,gas exchange
"Franks et al., 2014",middle to late Eocene [Greenwood 1987 material],40.9,47.8,33.9,356,median,261,486,16 and 84 percentiles; reported range corresponds to 2.5 and 97.5 percentiles; uncertainties recalculated here explicitly using the Franks et al. (2014) code,right skewed (mode < mean),190,677,gas exchange
"Franks et al., 2014",Oligocene to early Miocene [Hill 1990 material],24.9,33.9,16.0,389,median,283,549,16 and 84 percentiles; reported range corresponds to 2.5 and 97.5 percentiles; uncertainties recalculated here explicitly using the Franks et al. (2014) code,right skewed (mode < mean),205,784,gas exchange
"Franks et al., 2014",Miocene to Pliocene,12.8,23.0,2.6,434,median,340,560,16 and 84 percentiles; reported range corresponds to 2.5 and 97.5 percentiles; uncertainties recalculated here explicitly using the Franks et al. (2014) code,right skewed (mode < mean),267,746,gas exchange
"Maxbauer et al., 2014",Uintan-Duchesnean NALMA,42.9,47.9,37.8,424,median,385,467,16 and 84 percentiles; reported range corresponds to 2.5 and 97.5 percentiles; uncertainties recalculated here explicitly using the Franks et al. (2014) code,right skewed (mode < mean),351,523,gas exchange
"Steinthorsdottir and Vajda, 2015",Pliensbachian,186.8,190.8,182.7,809,mean,540,1079,"not clear because the method is semi-quantitative and because the uncertainty range is calculated by ranging the conversion of stomatal ratio to RCO2 from 1:1 to 1:2 (see note #8 in companion worksheet); in the absence of further knowledge, the reported CO2 range is taken as equivalent to +/- one standard error","not clear, but likely to be right skewed (mode < mean)",540,1079,stomatal ratio; mean SR across the three NLE's is 1.42 at a CO2 level of 380 ppm
"Wang et al, 2015",Middle Miocene,13.8,16.0,11.6,334,mean,234,551,"16 and 84 percentiles; reported range corresponds to +/- one standard error of the regression function, and so likely underestimates true uncertainty (uncertainty in the fossil measurements are not taken into account, for example); uncertainties calculated here as +65%/-30% of the best-estimate, a conservative envelope taken from the fully propagated error analysis of Beerling et al. (2009)",right skewed (mode < mean),309,359,stomatal index
"Wang et al, 2015",radiometric dating,9.5,10.0,9.0,351,mean,246,579,"16 and 84 percentiles; reported range corresponds to +/- one standard error of the regression function, and so likely underestimates true uncertainty (uncertainty in the fossil measurements are not taken into account, for example); uncertainties calculated here as +65%/-30% of the best-estimate, a conservative envelope taken from the fully propagated error analysis of Beerling et al. (2009)",right skewed (mode < mean),326,376,stomatal index
"Wang et al, 2015",magnetostratigraphy and calcareous nanoplankton stratigraphy,2.9,3.0,2.8,280,mean,196,462,"16 and 84 percentiles; reported range corresponds to +/- one standard error of the regression function, and so likely underestimates true uncertainty (uncertainty in the fossil measurements are not taken into account, for example); uncertainties calculated here as +65%/-30% of the best-estimate, a conservative envelope taken from the fully propagated error analysis of Beerling et al. (2009)",right skewed (mode < mean),275,285,stomatal index
"Wang et al, 2015",magnetostratigraphy and calcareous nanoplankton stratigraphy,2.7,2.7,2.6,279,mean,195,460,"16 and 84 percentiles; reported range corresponds to +/- one standard error of the regression function, and so likely underestimates true uncertainty (uncertainty in the fossil measurements are not taken into account, for example); uncertainties calculated here as +65%/-30% of the best-estimate, a conservative envelope taken from the fully propagated error analysis of Beerling et al. (2009)",right skewed (mode < mean),275,283,stomatal index
"Wang et al, 2015",magnetostratigraphy and calcareous nanoplankton stratigraphy,2.6,,,285,mean,200,470,"16 and 84 percentiles; reported range corresponds to +/- one standard error of the regression function, and so likely underestimates true uncertainty (uncertainty in the fossil measurements are not taken into account, for example); uncertainties calculated here as +65%/-30% of the best-estimate, a conservative envelope taken from the fully propagated error analysis of Beerling et al. (2009)",right skewed (mode < mean),280,290,stomatal index
"Wang et al, 2015",magnetostratigraphy and calcareous nanoplankton stratigraphy,1.9,,,280,mean,196,462,"16 and 84 percentiles; reported range corresponds to +/- one standard error of the regression function, and so likely underestimates true uncertainty (uncertainty in the fossil measurements are not taken into account, for example); uncertainties calculated here as +65%/-30% of the best-estimate, a conservative envelope taken from the fully propagated error analysis of Beerling et al. (2009)",right skewed (mode < mean),274,286,stomatal index
"Wang et al, 2015",magnetostratigraphy and calcareous nanoplankton stratigraphy,1.0,,,278,mean,195,459,"16 and 84 percentiles; reported range corresponds to +/- one standard error of the regression function, and so likely underestimates true uncertainty (uncertainty in the fossil measurements are not taken into account, for example); uncertainties calculated here as +65%/-30% of the best-estimate, a conservative envelope taken from the fully propagated error analysis of Beerling et al. (2009)",right skewed (mode < mean),274,282,stomatal index
"Mays et al, 2015",Cenomanian,97.2,100.5,93.9,1028,mean,685,1370,"not clear because the method is semi-quantitative and because the uncertainty range is calculated by ranging the conversion of stomatal ratio to RCO2 from 1:1 to 1:2 (see note #8 in companion worksheet); in the absence of further knowledge, the reported CO2 range is taken as equivalent to +/- one standard error","not clear, but likely to be right skewed (mode < mean)",685,1370,stomatal ratio
"Du et al, 2016","biostratigraphy (late Aptian - early Albian); also, radiometric constraint from same formation of 115 +/- 4.5 Ma",117.0,123.0,111.0,796,mean,531,1060,"not clear because the method is semi-quantitative and because the uncertainty range is calculated by ranging the conversion of stomatal ratio to RCO2 from 1:1 to 1:2 (see note #8 in companion worksheet); in the absence of further knowledge, the reported CO2 range is taken as equivalent to +/- one standard error","not clear, but likely to be right skewed (mode < mean)",531,1060,stomatal ratio
"Du et al, 2016",radiometric dating,121.0,125.1,116.8,824,mean,549,1098,"not clear because the method is semi-quantitative and because the uncertainty range is calculated by ranging the conversion of stomatal ratio to RCO2 from 1:1 to 1:2 (see note #8 in companion worksheet); in the absence of further knowledge, the reported CO2 range is taken as equivalent to +/- one standard error","not clear, but likely to be right skewed (mode < mean)",659,1098,stomatal ratio; Ginkgo coriacea
"Du et al, 2016",radiometric dating,121.0,125.1,116.8,839,mean,559,1119,"not clear because the method is semi-quantitative and because the uncertainty range is calculated by ranging the conversion of stomatal ratio to RCO2 from 1:1 to 1:2 (see note #8 in companion worksheet); in the absence of further knowledge, the reported CO2 range is taken as equivalent to +/- one standard error","not clear, but likely to be right skewed (mode < mean)",671,1119,stomatal ratio; Ginkgo paradiantoides
"Du et al, 2016",radiometric dating,112.6,115.2,110.0,856,mean,571,1142,"not clear because the method is semi-quantitative and because the uncertainty range is calculated by ranging the conversion of stomatal ratio to RCO2 from 1:1 to 1:2 (see note #8 in companion worksheet); in the absence of further knowledge, the reported CO2 range is taken as equivalent to +/- one standard error","not clear, but likely to be right skewed (mode < mean)",685,1142,stomatal ratio; Ginkgo coriacea
"Du et al, 2016",radiometric dating,112.6,115.2,110.0,846,mean,564,1128,"not clear because the method is semi-quantitative and because the uncertainty range is calculated by ranging the conversion of stomatal ratio to RCO2 from 1:1 to 1:2 (see note #8 in companion worksheet); in the absence of further knowledge, the reported CO2 range is taken as equivalent to +/- one standard error","not clear, but likely to be right skewed (mode < mean)",677,1128,stomatal ratio; Ginkgo paradiantoides
"Steinthorsdottir et al., 2016a",biostratigraphy and lithostratigraphy; Spore Pollen zone II (age conversion is approximate),23.5,24.0,23.0,476,mean,352,600,"not clear because the method is semi-quantitative and because the uncertainty range is calculated by ranging the conversion of stomatal ratio to RCO2 from 1:1 to 1:2 (see note #8 in companion worksheet); in the absence of further knowledge, the reported CO2 range is taken as equivalent to +/- one standard error","not clear, but likely to be right skewed (mode < mean)",352,600,stomatal ratio
"Steinthorsdottir et al., 2016a",biostratigraphy and lithostratigraphy; Spore Pollen zone 20G (age conversion is approximate),26.5,27.0,26.0,429,mean,317,541,"not clear because the method is semi-quantitative and because the uncertainty range is calculated by ranging the conversion of stomatal ratio to RCO2 from 1:1 to 1:2 (see note #8 in companion worksheet); in the absence of further knowledge, the reported CO2 range is taken as equivalent to +/- one standard error","not clear, but likely to be right skewed (mode < mean)",317,541,stomatal ratio
"Steinthorsdottir et al., 2016a",biostratigraphy and lithostratigraphy; Spore Pollen zone 20 A/B (age conversion is approximate),33.5,33.9,33.0,409,mean,303,516,"not clear because the method is semi-quantitative and because the uncertainty range is calculated by ranging the conversion of stomatal ratio to RCO2 from 1:1 to 1:2 (see note #8 in companion worksheet); in the absence of further knowledge, the reported CO2 range is taken as equivalent to +/- one standard error","not clear, but likely to be right skewed (mode < mean)",303,516,stomatal ratio
"Steinthorsdottir et al., 2016a",biostratigraphy and lithostratigraphy; Spore Pollen zone 19 (age conversion is approximate),34.5,35.0,33.9,410,mean,303,517,"not clear because the method is semi-quantitative and because the uncertainty range is calculated by ranging the conversion of stomatal ratio to RCO2 from 1:1 to 1:2 (see note #8 in companion worksheet); in the absence of further knowledge, the reported CO2 range is taken as equivalent to +/- one standard error","not clear, but likely to be right skewed (mode < mean)",303,517,stomatal ratio
"Steinthorsdottir et al., 2016a",biostratigraphy and lithostratigraphy; Spore Pollen zone 18o (age conversion is approximate),36.0,36.5,35.5,365,mean,270,460,"not clear because the method is semi-quantitative and because the uncertainty range is calculated by ranging the conversion of stomatal ratio to RCO2 from 1:1 to 1:2 (see note #8 in companion worksheet); in the absence of further knowledge, the reported CO2 range is taken as equivalent to +/- one standard error","not clear, but likely to be right skewed (mode < mean)",270,460,stomatal ratio
"Wu et al., 2016",biostratigraphy; Rhaetian,204.9,208.5,201.3,1472,mean,981,1962,"not clear because the method is semi-quantitative and because the uncertainty range is calculated by ranging the conversion of stomatal ratio to RCO2 from 1:1 to 1:2 (see note #8 in companion worksheet); in the absence of further knowledge, the reported CO2 range is taken as equivalent to +/- one standard error","not clear, but likely to be right skewed (mode < mean)",,,"stomatal ratio; only mean value is reported, based on a 1:2 SR:RCO2 ratio"
"Wu et al., 2016",biostratigraphy; Aalenian to Bajocian,171.2,174.1,168.3,990,mean,660,1320,"not clear because the method is semi-quantitative and because the uncertainty range is calculated by ranging the conversion of stomatal ratio to RCO2 from 1:1 to 1:2 (see note #8 in companion worksheet); in the absence of further knowledge, the reported CO2 range is taken as equivalent to +/- one standard error","not clear, but likely to be right skewed (mode < mean)",,,"stomatal ratio; only mean value is reported, based on a 1:2 SR:RCO2 ratio"
"Wu et al., 2016",biostratigraphy; Aalenian to Bajocian,171.2,174.1,168.3,954,mean,636,1272,"not clear because the method is semi-quantitative and because the uncertainty range is calculated by ranging the conversion of stomatal ratio to RCO2 from 1:1 to 1:2 (see note #8 in companion worksheet); in the absence of further knowledge, the reported CO2 range is taken as equivalent to +/- one standard error","not clear, but likely to be right skewed (mode < mean)",,,"stomatal ratio; only mean value is reported, based on a 1:2 SR:RCO2 ratio"
"Steinthorsdottir et al., 2016b",biostratigraphy,60.0,62.0,58.0,322,mean,275,645,"not clear because the method is semi-quantitative; here I range CO2 from the reported lower bound to an upper bound equivalent to a conversion between stomatal ratio and RCO2 of 1:2 (see note #8 in companion worksheet); in the absence of further knowledge, the reported CO2 range is taken as equivalent to +/- one standard error","not clear, but likely to be right skewed (mode < mean)",275,370,stomatal ratio
"Steinthorsdottir et al., 2016b",biostratigraphy,65.5,66.0,65.0,418,mean,363,836,"not clear because the method is semi-quantitative; here I range CO2 from the reported lower bound to an upper bound equivalent to a conversion between stomatal ratio and RCO2 of 1:2 (see note #8 in companion worksheet); in the absence of further knowledge, the reported CO2 range is taken as equivalent to +/- one standard error","not clear, but likely to be right skewed (mode < mean)",363,473,stomatal ratio
"Steinthorsdottir et al., 2016b",biostratigraphy,65.9,66.0,65.8,429,mean,365,858,"not clear because the method is semi-quantitative; here I range CO2 from the reported lower bound to an upper bound equivalent to a conversion between stomatal ratio and RCO2 of 1:2 (see note #8 in companion worksheet); in the absence of further knowledge, the reported CO2 range is taken as equivalent to +/- one standard error","not clear, but likely to be right skewed (mode < mean)",365,494,stomatal ratio
"Steinthorsdottir et al., 2016b",biostratigraphy,67.0,68.0,66.0,649,mean,555,1297,"not clear because the method is semi-quantitative; here I range CO2 from the reported lower bound to an upper bound equivalent to a conversion between stomatal ratio and RCO2 of 1:2 (see note #8 in companion worksheet); in the absence of further knowledge, the reported CO2 range is taken as equivalent to +/- one standard error","not clear, but likely to be right skewed (mode < mean)",555,742,stomatal ratio
"Reichgelt et al., 2016",magnetostratigraphy and radiometric dating; duration within sequence is constrained by varve chronology,23.0,23.0,23.0,516,median,405,627,"16 and 84 percentiles; reported range appears to correspond to +/- 1 standard deviation of the pooled estimates (uncertainty associated with each individual estimate appears to have been ignored); ALSO, high CO2 estimates from the Mi-1 deglaciation event are ignored because authors assumed no change in the d13C of the atmosphere, and they did not defend their choice to assume no change","guassian, based on pooled distribution (distribution of each individual estimate should be right skewed)",405,627,gas exchange
"Reichgelt et al., 2016",magnetostratigraphy and radiometric dating; duration within sequence is constrained by varve chronology,23.0,23.0,22.9,425,median,372,478,"16 and 84 percentiles; reported range appears to correspond to +/- 1 standard deviation of the pooled estimates (uncertainty associated with each individual estimate appears to have been ignored); ALSO, high CO2 estimates from the Mi-1 deglaciation event are ignored because authors assumed no change in the d13C of the atmosphere, and they did not defend their choice to assume no change","guassian, based on pooled distribution (distribution of each individual estimate should be right skewed)",372,478,gas exchange
"Sun et al., 2017",biostratigraphy: Oligocene,28.5,33.9,23.0,390,mean,265,715,"not clear: there are two factors going on. First, for each species the reported range is based on inputting minimum and maximum values of the input parameters. Second, the estimate here is the mean of three species (their Table 8). In the absence of further knowledge, the reported CO2 range is taken as equivalent to +/- one standard error","not clear, but likely to be right skewed (mode < mean)",265,715,gas exchange
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
